canonical,variant,type
W.W. Grainger,WWG,abbreviation
Booz Allen Hamilton,Booz Allen,brand_parent
SIMON PROPERTY GROUP,SPG,abbreviation
Invesco,INVESCO,typography
Wynn Resorts,wynn resorts,typography
Truphone Limited,Truphone,partial
Capital One,CAPITAL ONE,typography
Baloise Group,BaloiseGroup,punctuation
Belk,belk,typography
THE BANK OF NEW YORK MELLON,the bank of new york mellon,typography
Punjab National Bank,PUNJAB NATIONAL BANK,typography
The Northwestern Mutual Life Insurance Company,TheNorthwesternMutualLifeInsuranceCompany,punctuation
GTJA Securities,GTJA SECURITIES,typography
Lonza,Lonza,punctuation
Cintas,Cintas,punctuation
Adventist Health and Rideout,AHaR,abbreviation
Citizens National Bank,citizens national bank,typography
Freddie Mac,freddie mac,typography
AGRICULTURAL BANK OF CHINA (ABC),AGRICULTURAL,partial
Jeronimo Martins,Jeronimo,partial
Yara,YARA,typography
KDDI,kddi,typography
CK Asset Holdings,CK ASSET HOLDINGS,typography
Hengrui Therapeutics,HENGRUI THERAPEUTICS,typography
Armor Lite Trailers,armor lite trailers,typography
New York Community Bank,NEW YORK COMMUNITY BANK,typography
Kobe Steel,kobe steel,typography
Prologis,PROLOGIS,typography
Stellar Development Foundation,stellar development foundation,typography
Principal Financial Services,Principal Financial,brand_parent
Associated British Foods,AssociatedBritishFoods,punctuation
Lincare Holdings,Lincare Holdings,legal_suffix
ViacomCBS,ViacomCBS,punctuation
Phonographic Performance Limited,PhonographicPerformanceLimited,punctuation
Shanghai Pharmaceutical Group,SHANGHAI PHARMACEUTICAL GROUP,typography
AICHI ELECTRIC,AICHI ELECTRIC,typography
WH Group,WHGroup,punctuation
HSBC Group,hsbc,typography
Ford Motor Company,FORD MOTOR COMPANY,typography
Anthem,Anthem,punctuation
Comerica Bank,Comerica Bank,legal_suffix
CapitaLand,CapitaLand,punctuation
Allianz Life Insurance Company,ALLIANZ LIFE INSURANCE COMPANY,typography
Ternium,Ternium,punctuation
Andersen,Andersen,punctuation
Huansheng Ecommerce,HuanshengEcommerce,punctuation
STMicroelectronics,STMICROELECTRONICS,typography
VALEO,VALEO,punctuation
Macy's,Macy's,punctuation
TAISEI CORPORATION,TAISEI,legal_suffix
Old Mutual,OLD MUTUAL,typography
Constellation Brands,CONSTELLATION BRANDS,typography
Grasim Industries,GrasimIndustries,punctuation
Reliance Industries,Reliance,partial
Amadeus IT Group,Amadeus IT,brand_parent
Cresittel BEAUTY,cresittel beauty,typography
Groupe ADP,groupe adp,typography
Anheuser-Busch InBev,Anheuser,partial
MAPFRE,MAPFRE,punctuation
E*TRADE Financial Corporation,E*TRADE FINANCIAL CORPORATION,typography
Tokyo Electron,tokyo electron,typography
Woodforest National Bank,WoodforestNationalBank,punctuation
Grupo Bancolombia,grupo bancolombia,typography
Shin-Etsu Chemical,Shin Etsu,brand_parent
National Australia Bank Limited ABN,NATIONAL AUSTRALIA BANK LIMITED ABN,typography
Daiwa Securities Group,DAIWA SECURITIES GROUP,typography
Atlassian,atlassian,typography
KEYENCE CORPORATION,keyence corporation,typography
Vita Group,vita group,typography
Exxon Mobil Corporation,ExxonMobilCorporation,punctuation
Sompo International,sompo international,typography
Shell,shell,typography
CLP Holdings,CLPHoldings,punctuation
CarGurus,cargurus,typography
RGA Reinsurance,rga reinsurance,typography
Schaeffler,schaeffler,typography
Michelin,MICHELIN,typography
AerCap,aercap,typography
Charter Communications,charter communications,typography
Coca-Cola European Partners,Coca-Cola European Partners,legal_suffix
Vale,VALE,typography
Haier Group,HAIER GROUP,typography
DuPont,DuPont,punctuation
Purolator,purolator,typography
Inter-American Development Bank,Inter-AmericanDevelopmentBank,punctuation
The Coca-Cola Company,the coca-cola company,typography
ArchCare,ArchCare,punctuation
Indorama Ventures,IndoramaVentures,punctuation
COSMO ENERGY HOLDINGS,COSMO ENERGY HOLDINGS,legal_suffix
AICHI STEEL,AICHISTEEL,punctuation
IndusInd Bank,IndusInd,partial
Pioneer Natural Resources,PioneerNaturalResources,punctuation
Ageas,Ageas,punctuation
Emirates NBD Bank,Emirates,partial
Power Grid Corporation of India,POWER GRID CORPORATION OF INDIA,typography
CarMax Business Services,CARMAX BUSINESS SERVICES,typography
Mulligan Software,MulliganSoftware,punctuation
Transneft,transneft,typography
Groupe ADP,GROUPE ADP,typography
D.R. Horton,DRHorton,punctuation
Annaly Capital Management,AnnalyCapitalManagement,punctuation
M&T Bank,M&T BANK,typography
Colgate-Palmolive,Colgate-Palmolive,punctuation
Westlake Chemical Corporation,WestlakeChemicalCorporation,punctuation
T&D Holdings,t&d holdings,typography
Terumo Corporation,terumo corporation,typography
Innovative Client Connections,innovative client connections,typography
ENBRIDGE,ENBRIDGE,punctuation
M&T Bank,m&t bank,typography
China Telecom Corporation,ChinaTelecomCorporation,punctuation
SABB,SABB,punctuation
University of Missouri,UoM,abbreviation
Secure Store,SecureStore,punctuation
ENERSYS,ENERSYS,punctuation
United Parcel Service of America,UnitedParcelServiceofAmerica,punctuation
Bridgestone Americas,BRIDGESTONE AMERICAS,typography
Celanese Corporation,celanese corporation,typography
Shimao Property Holdings,ShimaoPropertyHoldings,punctuation
China Construction Bank,China Construction Bank,legal_suffix
Anheuser-Busch InBev,Anheuser-BuschInBev,punctuation
Huansheng Ecommerce,huansheng ecommerce,typography
ActuatedMedical,actuatedmedical,typography
The Move Crew,TheMoveCrew,punctuation
J.F. Shea,j.f. shea,typography
Kaiser Foundation Health Plan,KAISER FOUNDATION HEALTH PLAN,typography
NRG Energy,NRGEnergy,punctuation
Marsh & McLennan,MarshMcLennan,punctuation
Emirates NBD Bank,ENB,abbreviation
Home Depot Product Authority,HomeDepotProductAuthority,punctuation
ADS Alliance Data Systems,ADS ALLIANCE DATA SYSTEMS,typography
Suncorp Group,Suncorp,partial
Evonik Industries,EvonikIndustries,punctuation
PTT Global Chemical,PTT Global,brand_parent
Fifth Third Bank,FIFTH THIRD BANK,typography
Alinma Bank,Alinma,partial
EFU Life Assurance,EFU,partial
Lendmark Financial Services,Lendmark Financial,brand_parent
Hyundai Steel,HyundaiSteel,punctuation
Shearer's Foods,SHEARER'S FOODS,typography
Comcast,COMCAST,typography
Sempra Energy,Sempra,partial
CREDIT SUISSE GROUP,credit suisse group,typography
Sealed Air,sealed air,typography
Laboratory Corporation of America Holdings,LaboratoryCorporationofAmericaHoldings,punctuation
USAA,USAA,punctuation
UNIBAIL-RODAMCO-WESTFIELD,URW,abbreviation
Sumitomo Heavy Industries,SUMITOMO HEAVY INDUSTRIES,typography
ATC IP,ATC IP,typography
Qualcomm Technologies,Qualcomm,partial
BOE Technology Group,BOE TECHNOLOGY GROUP,typography
Walgreens,Walgreens,punctuation
CDW,CDW,punctuation
Aeon Media Group,Aeon Media,brand_parent
Aramark,Aramark,punctuation
KEPCO THE KANSAI ELECTRIC POWER,KEPCOTHEKANSAIELECTRICPOWER,punctuation
North Star Windows & Doors,North Star Windows,brand_parent
ELLWOOD National Forge,ELLWOOD NATIONAL FORGE,typography
Quanta Computer,Quanta Computer,legal_suffix
WOORI FINANCIAL GROUP,WOORI FINANCIAL GROUP,typography
Samsung SDS,SS,abbreviation
Advanced Bank of Asia,ADVANCED BANK OF ASIA,typography
Century Bank,CENTURY BANK,typography
Expeditors International,Expeditors,partial
NXP Semiconductors,NXPSemiconductors,punctuation
Scotiabank,scotiabank,typography
Turkish Airlines,TURKISH AIRLINES,typography
NLMK,NLMK,punctuation
China Gas Holdings,ChinaGasHoldings,punctuation
Tencent,Tencent,punctuation
ITOCHU,ITOCHU,punctuation
Emirates NBD Bank,Emirates NBD,brand_parent
MITSUBISHI ESTATE,MITSUBISHI ESTATE,typography
Westpac Banking,WESTPAC BANKING,typography
Fleetwood Metal Industries,FleetwoodMetalIndustries,punctuation
Empereon-Constar,empereon-constar,typography
Bank of Melbourne,bank of melbourne,typography
Invision Technologies,InvisionTechnologies,punctuation
Diamondback Energy,diamondback energy,typography
Mars,mars,typography
FUJIFILM Holdings,fujifilm holdings,typography
THE BANK OF NEW YORK MELLON,BNYM,abbreviation
Keurig Green Mountain,keurig green mountain,typography
Capio,CAPIO,typography
UBI Banca,UBI BANCA,typography
TUI Group,TUI GROUP,typography
NICE inContact,nice incontact,typography
Siemens,SIEMENS,typography
Vestas,VESTAS,typography
Morgan Stanley,MORGAN STANLEY,typography
Principal Financial Services,PFS,abbreviation
Flint Community Bank,Flint Community,brand_parent
Tealium,tealium,typography
IQVIA,iqvia,typography
Nutrafarms,NUTRAFARMS,typography
Bank of Ningbo,BankofNingbo,punctuation
Anthem Insurance Companies,AnthemInsuranceCompanies,punctuation
Tata Steel,TS,abbreviation
Citizens National Bank,CITIZENS NATIONAL BANK,typography
Pioneer Natural Resources,Pioneer,partial
British American Tobacco,British American,brand_parent
Marsh & McLennan,Marsh,partial
Al Rajhi Bank,al rajhi bank,typography
China Huarong Asset Management,ChinaHuarongAssetManagement,punctuation
Tokyo Century Corporation,tokyo century corporation,typography
Ping An Insurance (Group) Company of China,Ping An,partial
HUB International,HUB,partial
SK TELECOM,SK TELECOM,legal_suffix
Huaneng Power International,Huaneng,partial
Schindler,SCHINDLER,typography
SEGA Europe,SEGA EUROPE,typography
ATC IP,ATC,partial
VTB,vtb,typography
Thales Group,ThalesGroup,punctuation
Continental Resources,continental resources,typography
HYUNDAI MOBIS,HYUNDAI MOBIS,typography
NetApp,NETAPP,typography
SAIC Motor,saic motor,typography
Etisalat,ETISALAT,typography
Emterra Group,Emterra,partial
Berry Global,BerryGlobal,punctuation
FANUC,fanuc,typography
Sony,sony,typography
Merck & Co.,merck & co.,typography
Equinix,EQUINIX,typography
PZU,PZU,punctuation
Veolia,Veolia,punctuation
Brookfield Asset Managemen,BAM,abbreviation
Swiss Re,swiss re,typography
CAVENDER'S OUT OF STATE STORES LTD,CAVENDER'S OUT OF STATE STORES LTD,typography
Riyad Bank,RiyadBank,punctuation
JULIUS BAER,JULIUSBAER,punctuation
PEGATRON Corporation,PEGATRON CORPORATION,typography
Bloomington Meadows Hospital,bloomington meadows hospital,typography
CRH,CRH,punctuation
Al Rajhi Bank,ARB,abbreviation
W. R. Berkley Corporation,W. R. Berkley,legal_suffix
AGL Energy,AGL,partial
ADVANCED INFO SERVICE,advanced info service,typography
LEDVANCE,LEDVANCE,punctuation
Suncrest Bank,Suncrest,partial
Vonovia,vonovia,typography
MOL GROUP,MOLGROUP,punctuation
Ulta Beauty,ulta beauty,typography
Leggett & Platt,LEGGETT & PLATT,typography
wasp It labs,wasp it labs,typography
AEGON Life Insurance,AEGON Life,brand_parent
Tenaris,Tenaris,punctuation
Fairfax Financial Holdings,FairfaxFinancialHoldings,punctuation
PUBLICIS GROUPE,PUBLICIS,partial
Essity Aktiebolag,Essity,partial
Lear Corporation,Lear,legal_suffix
SFS,sfs,typography
State Street,state street,typography
SEKISUI HOUSE,SEKISUI,partial
DENSO,DENSO,punctuation
Galp,GALP,typography
PEGATRON Corporation,PEGATRONCorporation,punctuation
Leidos,LEIDOS,typography
Dufresne Furniture & Appliances,DFA,abbreviation
PUBLICIS GROUPE,PUBLICISGROUPE,punctuation
INSURANCE AUSTRALIA GROUP,INSURANCE,partial
GTJA Securities,GTJA,partial
Bank of Nanjing,BankofNanjing,punctuation
Northern Trust,NorthernTrust,punctuation
NT Financial Services,NT,partial
Bank of America,BANK OF AMERICA,typography
Swire Pacific,Swire,partial
CenturyLink,CenturyLink,punctuation
HCP,HCP,punctuation
Hesteel Group Tangsteel,HESTEEL GROUP TANGSTEEL,typography
Alibaba.com,ALIBABA.COM,typography
Investors Bank,INVESTORS BANK,typography
Quest Diagnostics,quest diagnostics,typography
OBAYASHI CORPORATION,OBAYASHICORPORATION,punctuation
Guaranty Bank & Trust,Guaranty Bank,brand_parent
Comerica Bank,Comerica,partial
Qurate Retail,QurateRetail,punctuation
Allcorp,ALLCORP,typography
Phillips 66,Phillips66,punctuation
KwaZulu-Natal Department of Health,KwaZulu-NatalDepartmentofHealth,punctuation
Lenovo,Lenovo,punctuation
CMS Energy,CMSEnergy,punctuation
Cambodian National Insurance,CAMBODIAN NATIONAL INSURANCE,typography
Hong Kong Exchanges and Clearing,HONG KONG EXCHANGES AND CLEARING,typography
U Pack,UPack,punctuation
Bouygues,BOUYGUES,typography
NewAgeSys Solutions,NEWAGESYS SOLUTIONS,typography
Gecina,GECINA,typography
Sharp Corporation,sharp corporation,typography
Stanley Black & Decker,Stanley Black,brand_parent
Guidehouse,Guidehouse,punctuation
SASOL,SASOL,punctuation
Malayan Banking Berhad,malayan banking berhad,typography
H&M Hennes & Mauritz,HMHM,abbreviation
Unilever,Unilever,punctuation
Malayan Banking Berhad,MalayanBankingBerhad,punctuation
Aluminum Corp,aluminum corp,typography
Krug,KRUG,typography
China Merchants Shekou Industrial Zone,China Merchants Shekou Industrial,brand_parent
J.M. Smucker,JMS,abbreviation
Allergan,ALLERGAN,typography
Saputo,saputo,typography
Bank of Montreal,bank of montreal,typography
Tata Steel,tata steel,typography
AGL Energy,agl energy,typography
Procter & Gamble,procter & gamble,typography
3i Group,3I GROUP,typography
RhythmOne,RhythmOne,punctuation
Linamar,LINAMAR,typography
Taiwan Semiconductor,TaiwanSemiconductor,punctuation
Southeastern Grocers,SoutheasternGrocers,punctuation
Hindalco Industries,Hindalco Industries,legal_suffix
TransDigm Group,TransDigm,partial
American International Group,american international group,typography
LUKOIL,LUKOIL,punctuation
Marriott International,Marriott,partial
Walgreens,walgreens,typography
TOYOTA INDUSTRIES,TOYOTAINDUSTRIES,punctuation
Sumitomo Mitsui Banking,Sumitomo Mitsui,brand_parent
Airports of Thailand,airports of thailand,typography
Liberty Mutual Insurance,liberty mutual insurance,typography
Baloise Group,baloise group,typography
Home Depot Product Authority,Home Depot Product,brand_parent
InterContinental Hotels Group,InterContinentalHotelsGroup,punctuation
Pembina Pipeline Corporation,PembinaPipelineCorporation,punctuation
Delta Regional Medical Center,delta regional medical center,typography
ONEOK,oneok,typography
MetLife Services and Solutions,MetLife Services and,brand_parent
The Siam Commercial Bank Public Company,the siam commercial bank public company,typography
RailWorks,RailWorks,punctuation
DP World,DP,partial
Oriental Land,Oriental,partial
Tencent,TENCENT,typography
ConocoPhillips Company,conocophillips company,typography
AerCap,AERCAP,typography
London Stock Exchange,London Stock,brand_parent
TE Connectivity,te connectivity,typography
LogistiCare Solutions,LOGISTICARE SOLUTIONS,typography
Concordia Financial Group,Concordia Financial,brand_parent
Ulta Beauty,UltaBeauty,punctuation
CedarCrestWood.com,CedarCrestWoodcom,punctuation
Atos,atos,typography
Vita Group,Vita,partial
Edison International,edison international,typography
KPMG International,kpmg international,typography
Leggett & Platt,LeggettPlatt,punctuation
The Ritz-Carlton Hotel Company,THE RITZ-CARLTON HOTEL COMPANY,typography
Swatch Group,swatch group,typography
COX ENTERPRISES,COX ENTERPRISES,legal_suffix
JULIUS BAER,JULIUS,partial
meituandianping,MEITUANDIANPING,typography
Quanta Computer,quanta computer,typography
Cigna Life Insurance New Zealand,CLINZ,abbreviation
Broadview Networks,broadview networks,typography
Yum! Brands,Yum!Brands,punctuation
STMicroelectronics,stmicroelectronics,typography
WOORI FINANCIAL GROUP,WOORI FINANCIAL,brand_parent
AdKarma,AdKarma,punctuation
Bunge,bunge,typography
Banco de Sabadell,BANCO DE SABADELL,typography
SHANGHAI INTERNATIONAL GROUP,SHANGHAIINTERNATIONALGROUP,punctuation
Wilson N. Jones Regional Medical Center,WilsonNJonesRegionalMedicalCenter,punctuation
Phonographic Performance Limited,PHONOGRAPHIC PERFORMANCE LIMITED,typography
BNP Paribas Mutual Fund,bnp paribas mutual fund,typography
Zijin Mining Group,ZijinMiningGroup,punctuation
Stora Enso,Stora,partial
Dassault Aviation,DASSAULT AVIATION,typography
TOKYU CORPORATION,TOKYU CORPORATION,typography
Royal Caribbean International,RoyalCaribbeanInternational,punctuation
Airports of Thailand,AirportsofThailand,punctuation
Hankyu Hanshin Holdings,hankyu hanshin holdings,typography
TENAGA NASIONAL,TENAGA,partial
KYUSHU ELECTRIC POWER,KYUSHUELECTRICPOWER,punctuation
Ally Financial,AllyFinancial,punctuation
Verisk Analytics,VERISK ANALYTICS,typography
Electronic Arts,Electronic,partial
Atlas Copco,ATLAS COPCO,typography
China Everbright Bank,China Everbright,brand_parent
Power Grid Corporation of India,PowerGridCorporationofIndia,punctuation
Henderson Land Development,Henderson Land,brand_parent
Link Asset Management,link asset management,typography
China Gas Holdings,china gas holdings,typography
Lincare Holdings,LincareHoldings,punctuation
3i Group,3iGroup,punctuation
Industrial Alliance Insurance and Financial Services,INDUSTRIAL ALLIANCE INSURANCE AND FINANCIAL SERVICES,typography
Amrock,AMROCK,typography
Regions Bank,regions bank,typography
Northwell Health,NORTHWELL HEALTH,typography
Gap,GAP,typography
Suning Tesco Group,Suning Tesco,brand_parent
Simcoe Home Furniture,SIMCOE HOME FURNITURE,typography
BMO Financial Group,BMO FINANCIAL GROUP,typography
Covivio,COVIVIO,typography
Applied Resource Group,APPLIED RESOURCE GROUP,typography
Regions Bank,Regions,partial
Dana,DANA,typography
Methodist Hospitals,MethodistHospitals,punctuation
Air Products & Chemicals,air products & chemicals,typography
ADP,ADP,punctuation
Tokyo Electric Power Company,tokyo electric power company,typography
GENTEX CORPORATION,gentex corporation,typography
Grupo Bancolombia,Grupo Bancolombia,legal_suffix
AIA Group,AIA,partial
The Siam Commercial Bank,THE SIAM COMMERCIAL BANK,typography
Alinma Bank,alinma bank,typography
L3Harris Technologies,l3harris technologies,typography
Logan Group,LOGAN GROUP,typography
WEICHAI POWER,WEICHAIPOWER,punctuation
NBCUniversal Media,NBCUniversal,partial
Atlas Copco,Atlas,partial
NEWS AMERICA MARKETING,NEWSAMERICAMARKETING,punctuation
Samsung SDS,SamsungSDS,punctuation
Mitsui Fudosan,MitsuiFudosan,punctuation
The Siam Commercial Bank Public Company,TheSiamCommercialBankPublicCompany,punctuation
Polyphase Microwave,POLYPHASE MICROWAVE,typography
Anhui Conch Cement,Anhui Conch Cement,legal_suffix
Capio,capio,typography
Grupo Bancolombia,GrupoBancolombia,punctuation
TCFHC,tcfhc,typography
Swedbank,swedbank,typography
Kohl's,KOHL'S,typography
Cintas Corporation,Cintas,legal_suffix
Asahi Kasei,ASAHI KASEI,typography
SINGING RIVER HEALTH SYSTEM,SINGINGRIVERHEALTHSYSTEM,punctuation
Foshan Haitian flavouring & Food,foshan haitian flavouring & food,typography
HCP,hcp,typography
Swire Pacific,swire pacific,typography
Surplus Furniture and Mattress Warehouse,Surplus Furniture and Mattress,brand_parent
Murphy & Sitz Insurance Agency,MurphySitzInsuranceAgency,punctuation
Vodafone Group,vodafone group,typography
Duke Energy,DUKE ENERGY,typography
Johnsonville,Johnsonville,punctuation
a.s.r,a.s.r,typography
Thales Group,THALES GROUP,typography
Uber Technologies,uber technologies,typography
China Construction Bank,china construction bank,typography
AIB Worldwide,aib worldwide,typography
Teva Pharmaceutical Industries,TPI,abbreviation
Walgreens Boots Alliance,WBA,abbreviation
Atlas Copco,atlas copco,typography
AEGON Life Insurance,AEGON,partial
Yorkshire Bank,yorkshire bank,typography
Clorox,clorox,typography
Shin-Etsu Chemical,SHIN-ETSU CHEMICAL,typography
Altice USA,ALTICE USA,typography
Sanlam Life Insurance,Sanlam,partial
Royal Bank of Scotland,RoyalBankofScotland,punctuation
Shell,SHELL,typography
Ultra-Grip International,Ultra Grip,brand_parent
CLP Holdings,clp holdings,typography
Tokyo Electric Power Company,Tokyo Electric Power,legal_suffix
Boston Consulting Group,Boston Consulting,brand_parent
Kellogg,KELLOGG,typography
Early Warning Services,EARLY WARNING SERVICES,typography
Suning Tesco Group,STG,abbreviation
Zurich,zurich,typography
EFU Life Assurance,EFULifeAssurance,punctuation
First Cambodia,FIRST CAMBODIA,typography
Granite Telecommunications,GraniteTelecommunications,punctuation
Gallagher,GALLAGHER,typography
